compound,target,El1_E8,El1_I8,El1_S6,El1_S5,El1_E2,El1_E5,El1_E6,El1_E7,El1_C5,El1_I11,El1_G1,El1_M7,El1_M10,El1_M11,El1_M3,El1_M4,El1_M1,El1_M2,El1_M5,El1_M6,El1_M8,El1_M9,El1_I10,El1_A5,El1_S15,El1_S1,El1_C2,El1_C1,El1_G2,El1_E10,El2_E8,El2_I8,El2_S6,El2_S5,El2_E2,El2_E5,El2_E6,El2_E7,El2_C5,El2_I11,El2_G1,El2_M7,El2_M10,El2_M11,El2_M3,El2_M4,El2_M1,El2_M2,El2_M5,El2_M6,El2_M8,El2_M9,El2_I10,El2_A5,El2_S15,El2_S1,El2_C2,El2_C1,El2_G2,El2_E10,El3_I8,El3_S6,El3_S5,El3_E2,El3_E5,El3_E6,El3_E7,El3_C5,El3_I11,El3_M7,El3_M10,El3_M11,El3_M3,El3_M4,El3_M1,El3_M2,El3_M5,El3_M6,El3_M8,El3_M9,El3_I10,El3_A5,El3_S15,El3_S1,El3_C2,El3_C1
Cs3CrBr6,840,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,4.65,93.7,0.84,1.33,1.6,652.8,1592,2987,396.6,23.86476,6,60,54,52,53,53,51,51,57,57,52,50,23.35,4,0.615,2.44,2755,2180,6,1.73,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Cs3BiBr6,993,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,4.15,7.87,1.38,2.25,1.9,703.3,1610,2466,207.1,56.85674,5,81,83,17,82,18,86,22,87,86,87,21,25.52,6,1.03,1.997,1833,544,5,1.16,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Cs3BiBr6,893,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,4.15,7.87,1.38,2.25,1.9,703.3,1610,2466,207.1,56.85674,5,81,83,17,82,18,86,22,87,86,87,21,25.52,6,1.03,1.997,1833,544,5,1.16,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Li3HoI6,953,2.85,84.7,1.75,3.06,1.0,520.2,7298,11815,159.4,29.12,1,8,6,102,6,103,1,98,12,12,2,98,24.86,2,0.92,1.61,1603.0,453,1,0.98,3.22,16.2,1.04,2.19,1.1,580.8,1139,2221,300.2,75.19,3,45,37,68,36,69,35,68,23,24,36,67,27.15,6,0.901,3.65,2873,1683,3,1.22,0.449,1.17,1.69,2.66,1008.4,1846,3184,106.8,116.81172,99,94,8,93,8,96,11,97,97,96,10,54.438,5,2.2,1.585,457.2,387
Cs3BiI6,873,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,4.15,7.87,1.38,2.25,1.9,703.3,1610,2466,207.1,56.85674,5,81,83,17,82,18,86,22,87,86,87,21,25.52,6,1.03,1.997,1833,544,5,1.16,0.449,1.17,1.69,2.66,1008.4,1846,3184,106.8,116.81172,99,94,8,93,8,96,11,97,97,96,10,54.438,5,2.2,1.585,457.2,387
K3LaF6,918,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.17,13.5,1.34,2.42,1.0,538.1,1067,1851,431.0,56.8,3,23,15,88,14,89,15,90,33,34,16,89,39.54,6,1.032,3.08,3743,1192,3,1.18,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Rb3ScF6,1393,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.25,15.8,1.1,2.21,1.3,631.0,1235,2389,377.8,34.6,3,25,17,90,16,91,13,88,19,35,14,87,25.52,4,0.745,2.75,3003,1814,3,1.27,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Tl3GaF6,821,3.9,46.1,1.53,2.29,1.8,589.3,1971,2877,182.2,64.26738,3,21,73,27,72,28,76,32,78,76,77,31,26.32,6,1.59,2.235,1733.0,577,3,1.12,4.1,40.6,1.38,2.0,1.6,578.8,1979,2963,277.0,41.11438,3,76,75,29,74,30,74,30,81,78,75,29,26.03,4,0.62,1.695,2673,303,3,1.31,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Rb3LaF6,953,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.17,13.5,1.34,2.42,1.0,538.1,1067,1851,431.0,56.8,3,23,15,88,14,89,15,90,33,34,16,89,39.54,6,1.032,3.08,3743,1192,3,1.18,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Rb3LaF6,909,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.17,13.5,1.34,2.42,1.0,538.1,1067,1851,431.0,56.8,3,23,15,88,14,89,15,90,33,34,16,89,39.54,6,1.032,3.08,3743,1192,3,1.18,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Cs3LaF6,1068,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.17,13.5,1.34,2.42,1.0,538.1,1067,1851,431.0,56.8,3,23,15,88,14,89,15,90,33,34,16,89,39.54,6,1.032,3.08,3743,1192,3,1.18,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Cs3LaF6,1093,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.17,13.5,1.34,2.42,1.0,538.1,1067,1851,431.0,56.8,3,23,15,88,14,89,15,90,33,34,16,89,39.54,6,1.032,3.08,3743,1192,3,1.18,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Cs3LaF6,1082,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.17,13.5,1.34,2.42,1.0,538.1,1067,1851,431.0,56.8,3,23,15,88,14,89,15,90,33,34,16,89,39.54,6,1.032,3.08,3743,1192,3,1.18,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Rb3UBr6,968,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.9,27.6,1.01,1.74,1.4,522.4,1122,1745,535.6,50.2,3,30,22,81,21,82,22,83,45,44,23,82,47.12,7,1.025,4.72,4404,1407,3,1.51,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Cs3HoBr6,1045,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.22,16.2,1.04,2.19,1.1,580.8,1139,2221,300.2,75.19,3,45,37,68,36,69,35,68,23,24,36,67,27.15,6,0.901,3.65,2873,1683,3,1.22,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Cs3HoBr6,1097,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.22,16.2,1.04,2.19,1.1,580.8,1139,2221,300.2,75.19,3,45,37,68,36,69,35,68,23,24,36,67,27.15,6,0.901,3.65,2873,1683,3,1.22,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Cs3UBr6,1031,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.9,27.6,1.01,1.74,1.4,522.4,1122,1745,535.6,50.2,3,30,22,81,21,82,22,83,45,44,23,82,47.12,7,1.025,4.72,4404,1407,3,1.51,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
K3GaF6,1275,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,4.1,40.6,1.38,2.0,1.6,578.8,1979,2963,277.0,41.11438,3,76,75,29,74,30,74,30,81,78,75,29,26.03,4,0.62,1.695,2673,303,3,1.31,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
K3GaF6,1285,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,4.1,40.6,1.38,2.0,1.6,578.8,1979,2963,277.0,41.11438,3,76,75,29,74,30,74,30,81,78,75,29,26.03,4,0.62,1.695,2673,303,3,1.31,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
K3BiF6,993,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,4.15,7.87,1.38,2.25,1.9,703.3,1610,2466,207.1,56.85674,5,81,83,17,82,18,86,22,87,86,87,21,25.52,6,1.03,1.997,1833,544,5,1.16,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Rb3VF6,1401,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,4.25,30.7,0.86,1.61,1.6,650.3,1414,2828,514.2,29.64,5,59,51,55,50,56,48,54,54,54,49,53,24.39,4,0.64,2.43,3273,2199,5,1.64,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Cs3VF6,1348,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,4.25,30.7,0.86,1.61,1.6,650.3,1414,2828,514.2,29.64,5,59,51,55,50,56,48,54,54,54,49,53,24.39,4,0.64,2.43,3273,2199,5,1.64,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Tl3VF6,1009,3.9,46.1,1.53,2.29,1.8,589.3,1971,2877,182.2,64.26738,3,21,73,27,72,28,76,32,78,76,77,31,26.32,6,1.59,2.235,1733.0,577,3,1.12,4.25,30.7,0.86,1.61,1.6,650.3,1414,2828,514.2,29.64,5,59,51,55,50,56,48,54,54,54,49,53,24.39,4,0.64,2.43,3273,2199,5,1.64,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Rb3GaF6,1225,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,4.1,40.6,1.38,2.0,1.6,578.8,1979,2963,277.0,41.11438,3,76,75,29,74,30,74,30,81,78,75,29,26.03,4,0.62,1.695,2673,303,3,1.31,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Rb3GaF6,1038,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,4.1,40.6,1.38,2.0,1.6,578.8,1979,2963,277.0,41.11438,3,76,75,29,74,30,74,30,81,78,75,29,26.03,4,0.62,1.695,2673,303,3,1.31,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Rb3GaF6,1133,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,4.1,40.6,1.38,2.0,1.6,578.8,1979,2963,277.0,41.11438,3,76,75,29,74,30,74,30,81,78,75,29,26.03,4,0.62,1.695,2673,303,3,1.31,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Rb3InF6,1273,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.9,81.6,1.49,2.3,1.7,558.3,1821,2705,243.3,57.86158,3,77,74,28,73,29,75,31,79,77,76,30,26.74,5,0.8,2.05,2273,430,3,1.17,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Rb3PrF6,1051,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.19,12.5,1.2,2.39,1.05,523.0,1018,2090,355.8,73.74,3,29,21,84,20,85,19,84,31,32,20,83,38.45,6,0.99,4.48,3403,1208,3,1.2,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Rb3PrF6,1070,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.19,12.5,1.2,2.39,1.05,523.0,1018,2090,355.8,73.74,3,29,21,84,20,85,19,84,31,32,20,83,38.45,6,0.99,4.48,3403,1208,3,1.2,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Rb3PrF6,1083,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.19,12.5,1.2,2.39,1.05,523.0,1018,2090,355.8,73.74,3,29,21,84,20,85,19,84,31,32,20,83,38.45,6,0.99,4.48,3403,1208,3,1.2,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Rb3PrF6,1078,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.19,12.5,1.2,2.39,1.05,523.0,1018,2090,355.8,73.74,3,29,21,84,20,85,19,84,31,32,20,83,38.45,6,0.99,4.48,3403,1208,3,1.2,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Rb3NdF6,1133,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.19,16.5,1.17,2.37,1.05,529.7,1034,2128,327.3,72.4,3,31,23,82,22,83,21,82,30,31,22,81,44.576,6,0.983,3.99,3303,1298,3,1.2,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Rb3SmF6,1163,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.2,13.3,1.11,2.33,1.05,543.2,1068,2285,208.0,69.6,3,35,27,78,26,79,25,78,28,29,26,77,45.86,6,0.958,4.14,2173,1346,3,1.21,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Rb3SmF6,1189,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.2,13.3,1.11,2.33,1.05,543.2,1068,2285,208.0,69.6,3,35,27,78,26,79,25,78,28,29,26,77,45.86,6,0.958,4.14,2173,1346,3,1.21,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Rb3EuF6,1223,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.2,13.9,1.1,2.29,1.0,547.1,1086,2425,177.8,77.81,3,37,29,76,28,77,27,76,18,28,28,75,27.65,6,0.947,3.94,1713,1095,3,1.21,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Rb3GdF6,1235,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.2,10.6,1.09,2.22,1.1,592.4,1186,1999,387.6,68.06,3,39,31,74,30,75,29,74,27,27,30,73,28.171,6,0.938,3.91,3273,1591,3,1.21,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Rb3TbF6,1248,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.21,11.1,1.08,2.2,1.1,564.4,1112,2122,386.5,72.24,3,41,33,72,32,73,31,72,26,26,32,71,27.718,6,0.923,3.89,3073,1627,3,1.22,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Rb3DyF6,1273,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.21,10.7,1.07,2.18,1.1,572.2,1126,2230,288.0,77.81,3,43,35,70,34,71,33,70,24,25,34,69,27.7,6,0.912,3.67,2873,1683,3,1.22,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Rb3BiF6,1073,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,4.15,7.87,1.38,2.25,1.9,703.3,1610,2466,207.1,56.85674,5,81,83,17,82,18,86,22,87,86,87,21,25.52,6,1.03,1.997,1833,544,5,1.16,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Li3TiCl6,833,2.85,84.7,1.75,3.06,1.0,520.2,7298,11815,159.4,29.12,1,8,6,102,6,103,1,98,12,12,2,98,24.86,2,0.92,1.61,1603.0,453,1,0.98,3.8,21.9,0.91,1.81,1.5,658.0,1310,2653,469.9,30.68924,4,56,48,58,47,59,45,57,51,51,46,56,25.06,4,0.67,2.58,3535,1998,4,1.52,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Li3CrCl6,847,2.85,84.7,1.75,3.06,1.0,520.2,7298,11815,159.4,29.12,1,8,6,102,6,103,1,98,12,12,2,98,24.86,2,0.92,1.61,1603.0,453,1,0.98,4.65,93.7,0.84,1.33,1.6,652.8,1592,2987,396.6,23.86476,6,60,54,52,53,53,51,51,57,57,52,50,23.35,4,0.615,2.44,2755,2180,6,1.73,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
K3VCl6,995,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,4.25,30.7,0.86,1.61,1.6,650.3,1414,2828,514.2,29.64,5,59,51,55,50,56,48,54,54,54,49,53,24.39,4,0.64,2.43,3273,2199,5,1.64,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
K3VCl6,1016,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,4.25,30.7,0.86,1.61,1.6,650.3,1414,2828,514.2,29.64,5,59,51,55,50,56,48,54,54,54,49,53,24.39,4,0.64,2.43,3273,2199,5,1.64,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
K3VCl6,1103,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,4.25,30.7,0.86,1.61,1.6,650.3,1414,2828,514.2,29.64,5,59,51,55,50,56,48,54,54,54,49,53,24.39,4,0.64,2.43,3273,2199,5,1.64,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
K3RhCl6,1133,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,5.4,150.0,0.78,1.24,2.2,719.8,1744,2997,556.9,31.81968,9,71,62,42,61,43,61,43,65,65,62,42,24.98,5,0.665,2.52,4773,2239,9,1.76,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
K3SmCl6,1005,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.2,13.3,1.11,2.33,1.05,543.2,1068,2285,208.0,69.6,3,35,27,78,26,79,25,78,28,29,26,77,45.86,6,0.958,4.14,2173,1346,3,1.21,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
K3SmCl6,1018,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.2,13.3,1.11,2.33,1.05,543.2,1068,2285,208.0,69.6,3,35,27,78,26,79,25,78,28,29,26,77,45.86,6,0.958,4.14,2173,1346,3,1.21,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
K3SmCl6,1008,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.2,13.3,1.11,2.33,1.05,543.2,1068,2285,208.0,69.6,3,35,27,78,26,79,25,78,28,29,26,77,45.86,6,0.958,4.14,2173,1346,3,1.21,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
K3SmCl6,1023,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.2,13.3,1.11,2.33,1.05,543.2,1068,2285,208.0,69.6,3,35,27,78,26,79,25,78,28,29,26,77,45.86,6,0.958,4.14,2173,1346,3,1.21,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
K3GdCl6,1098,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.2,10.6,1.09,2.22,1.1,592.4,1186,1999,387.6,68.06,3,39,31,74,30,75,29,74,27,27,30,73,28.171,6,0.938,3.91,3273,1591,3,1.21,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
